Bag,Boot,Coat,Dress,Pullover,Sandal,Shirt,Sneaker,Top,Trouser,predict,actual,path
0.00032818186,0.27413788,0.000689918,0.00029275438,0.0004947053,0.003844657,0.0007170879400000001,0.71842927,0.0007090780400000001,0.000356375,Sneaker,Boot,test/Boot/408.png
1.6139331e-05,0.076952256,4.1337495e-05,9.959885e-06,3.428489e-05,0.0006052853,4.3792286000000006e-05,0.9222363000000001,4.8780454e-05,1.1952853e-05,Sneaker,Boot,test/Boot/430.png
0.005975725,0.39696547,0.005251731999999999,0.0033073588,0.0033734409999999996,0.042073198,0.0065481304,0.5264763000000001,0.006268430500000001,0.0037601814,Sneaker,Boot,test/Boot/444.png
0.0026132269,0.2965672,0.0022454243,0.0014857511999999999,0.0012444034,0.5403201,0.0024828897,0.14895071,0.0020205174,0.0020697595999999998,Sandal,Boot,test/Boot/449.png
2.1366547999999997e-05,0.08563549,5.3522304000000005e-05,1.2737455e-05,4.4788747e-05,0.00074076996,5.5126624e-05,0.9133594,6.123081e-05,1.5506708e-05,Sneaker,Boot,test/Boot/458.png
0.00044980051,0.16957332,0.0007919449,0.00034122347,0.0005233573,0.008327932,0.0010639449000000001,0.81768465,0.0008635148,0.00038038904,Sneaker,Boot,test/Boot/486.png
0.00020373758000000002,0.32306144,0.0004954009,0.00021071472000000003,0.00029839453,0.0029209597999999997,0.0004354712,0.67166185,0.00043434055999999995,0.0002776211,Sneaker,Boot,test/Boot/489.png
0.0009646699,0.21233138,0.0013271993,0.0005878866999999999,0.00083249086,0.010906151999999999,0.0016333864,0.76933634,0.0014352049,0.00064514746,Sneaker,Boot,test/Boot/532.png
0.95765877,0.0012671619,0.0020386989,0.0011739233,0.011480808,0.0007266446499999999,0.010478481999999999,0.0011150499,0.013359123,0.0007012427000000001,Bag,Boot,test/Boot/535.png
5.479424e-06,0.001677046,1.2829755e-05,1.5956956e-06,1.9385011999999998e-05,0.0009890755,1.44301375e-05,0.99726945,9.469545000000001e-06,1.1748944e-06,Sneaker,Boot,test/Boot/574.png
7.856031e-05,0.11690382,4.3699386999999995e-05,6.420436e-05,5.5541140000000005e-05,0.8798607,5.94675e-05,0.0026557648,0.00013709423000000002,0.00014106347,Sandal,Boot,test/Boot/576.png
4.018031e-05,0.19155215,1.3513933e-05,2.8793368999999996e-05,2.0629412000000002e-05,0.80676347,2.7024425e-05,0.0014195204999999998,6.837195499999999e-05,6.6291446e-05,Sandal,Boot,test/Boot/611.png
9.019781000000001e-06,0.058769662,2.1467882e-05,4.143704e-06,1.9250734e-05,0.0004380273,2.3125016e-05,0.94068456,2.5345257999999998e-05,5.3584345e-06,Sneaker,Boot,test/Boot/657.png
0.004454938,0.33319372,0.005143466,0.0036049038,0.0035987690000000004,0.02702191,0.0067999893999999995,0.6070916999999999,0.005804234,0.0032863712,Sneaker,Boot,test/Boot/668.png
6.533946e-05,0.07230641,0.0001242342,3.3714477e-05,0.000115084404,0.0017696428,0.00014027191999999998,0.9252594000000001,0.00015344095,3.249273e-05,Sneaker,Boot,test/Boot/683.png
6.351698000000001e-05,0.06189408,0.000105462444,2.7185582e-05,0.00010452991400000001,0.0016757644,0.00011654628000000001,0.9358562,0.00013201489,2.4662485999999998e-05,Sneaker,Boot,test/Boot/690.png
0.00022160415,0.2723705,0.0005188318,0.00020862401000000001,0.00033813580000000004,0.0032456317,0.00053023465,0.7217979,0.00049531733,0.00027326387000000004,Sneaker,Boot,test/Boot/692.png
3.774705e-05,0.27810103,2.0794037e-05,5.216326e-05,3.6556296000000003e-05,0.7185725000000001,3.391956e-05,0.0028599934,8.833957000000001e-05,0.00019691503,Sandal,Boot,test/Boot/694.png
7.677518399999999e-05,0.12796849,0.00016459206000000003,4.9097376e-05,0.00012663062,0.0019548007000000003,0.00018548129000000002,0.86923635,0.00017606845,6.1766295e-05,Sneaker,Boot,test/Boot/703.png
0.00019705505,0.37913272,0.0004954263,0.00021839251,0.00028554848,0.0027824882,0.0003988685,0.6157983,0.0003983055,0.00029283893,Sneaker,Boot,test/Boot/741.png
0.0005488637,0.24547122,0.0010347216,0.00047466870000000005,0.0006064308,0.007913027,0.0011220067999999999,0.7412824,0.000984463,0.0005622369400000001,Sneaker,Boot,test/Boot/743.png
0.00032130553,0.2589227,0.00064993737,0.00028606257,0.00046505174000000004,0.004399968,0.00067168253,0.7332878,0.0006370237,0.00035842976999999997,Sneaker,Boot,test/Boot/776.png
0.010029079,0.43733633,0.007551734,0.0050566983,0.004171233,0.06690184,0.009487969,0.44400429999999996,0.00955618,0.0059045880000000005,Sneaker,Boot,test/Boot/793.png
0.00021334116000000001,0.26479703,0.0004872714,0.00019978077,0.00031725504,0.0032168333,0.00046355327000000007,0.729599,0.00045301457,0.00025296743999999997,Sneaker,Boot,test/Boot/796.png
0.0018290716,0.14980374,0.0017048481,0.0007961458999999999,0.0015863964,0.01439512,0.0022245687,0.8246565,0.0023223953,0.0006811889,Sneaker,Boot,test/Boot/851.png
0.00029424182,0.38080674,0.0006916889,0.00033724244,0.00042138730000000006,0.0033283413,0.0005848654,0.61251765,0.00060703757,0.00041082953000000003,Sneaker,Boot,test/Boot/859.png
0.0034972066,0.40974906,0.0013093412,0.0015068973000000002,0.0013314235000000002,0.53104866,0.0018370762,0.04385474,0.0030197759999999996,0.0028457941999999996,Sandal,Boot,test/Boot/862.png
0.0041115857,0.19359304,0.0042071426,0.002391335,0.0033861562,0.027578712000000002,0.006173813,0.75101346,0.0056083975,0.0019363312,Sneaker,Boot,test/Boot/875.png
3.4813216000000005e-05,0.04127385,6.332112e-05,1.6858236e-05,7.899884e-05,0.0009464233300000001,7.249956e-05,0.9574115,8.866209e-05,1.3060485e-05,Sneaker,Boot,test/Boot/892.png
0.0016052304000000002,0.42262876,0.0024188238,0.0014943924,0.0015611442999999999,0.010809387,0.0026281209999999998,0.55259717,0.0025892836999999998,0.001667659,Sneaker,Boot,test/Boot/956.png
0.0012513815,0.37756553,0.0004255332,0.00046914478,0.0004087285,0.59131205,0.00057387457,0.026046285,0.0010347683,0.0009126844,Sandal,Boot,test/Boot/972.png
0.0001820977,0.20961837,0.00040080587,0.00015706698,0.00027430247000000005,0.003222355,0.00042803512999999997,0.78512424,0.00040556367999999995,0.00018717044,Sneaker,Boot,test/Boot/975.png
1.0169508e-05,0.0645405,2.7001348e-05,5.7505795e-06,2.432295e-05,0.00042511115,2.8167311e-05,0.93489957,3.2533888000000004e-05,6.779782e-06,Sneaker,Boot,test/Boot/982.png
0.00018633776999999997,3.0073561e-05,0.45240006,0.0007544215,0.5325715,2.0941257e-05,0.013357503,2.5352797999999997e-05,0.0005523549,0.00010147581599999999,Pullover,Coat,test/Coat/0.png
3.0374687999999996e-06,6.592546999999999e-07,0.01778615,2.376762e-05,0.0019921795,2.1242657999999997e-06,0.9800888000000001,2.4680837000000003e-06,9.735685e-05,3.5353266e-06,Shirt,Coat,test/Coat/120.png
2.7490141e-05,5.9390177000000005e-06,0.31605062,0.000116299896,0.008916097,1.4611801e-05,0.6746462,1.3049048e-05,0.00018897762999999998,2.0756865e-05,Shirt,Coat,test/Coat/127.png
0.000101906044,1.5622684999999998e-05,0.49349678,0.0007907273,0.0022204781,2.6861919e-05,0.5028893,2.348681e-05,0.00039400582000000004,4.0865893e-05,Shirt,Coat,test/Coat/128.png
0.0011850494,0.00043320566,0.24151573,0.63213277,0.051895164,0.00021525237999999998,0.060864706,0.00017748158,0.008568223,0.0030123906,Dress,Coat,test/Coat/13.png
0.0019165075,0.0008800796300000001,0.14267993,0.006053561,0.059003077,0.0008028905000000001,0.77545494,0.0012585644000000001,0.009743648,0.0022067504,Shirt,Coat,test/Coat/133.png
0.00044544504,0.00012021253,0.48662943,0.0012456345,0.0062086442,0.00018756778000000003,0.50358534,0.0001905261,0.0011515331,0.00023565357000000003,Shirt,Coat,test/Coat/14.png
4.201867e-05,2.0075793000000004e-06,0.08509159,6.53638e-05,0.911858,1.3794232e-06,0.0027733515,3.2198295000000004e-06,0.00015498007,7.932077e-06,Pullover,Coat,test/Coat/156.png
1.33923795e-05,1.285278e-06,0.20436442,5.7242080000000004e-05,0.7932087,7.782746e-07,0.0022994746,1.5129032000000001e-06,4.4466888e-05,8.778189e-06,Pullover,Coat,test/Coat/158.png
3.387066e-05,2.6715910000000004e-06,0.307023,0.00018186154,0.6893581999999999,1.8663166000000001e-06,0.0032522082,2.7933652e-06,0.00012886056,1.4683300999999998e-05,Pullover,Coat,test/Coat/17.png
0.00015547617,1.5580320000000002e-05,0.005417555,0.0016084271,0.009285278000000001,1.845567e-05,0.9797925999999999,2.4078126000000004e-05,0.0036050277,7.756134399999999e-05,Shirt,Coat,test/Coat/172.png
0.00039681737000000003,5.278913000000001e-05,0.43321696,0.5448739,0.012230038,3.0882027e-05,0.00595981,2.9703659e-05,0.0015477475,0.0016613373,Dress,Coat,test/Coat/206.png
9.7003736e-05,3.8973107e-05,0.44982374,0.0004895288,0.01763894,6.7898654e-05,0.5311060000000001,6.837267e-05,0.0005553317599999999,0.00011427261000000001,Shirt,Coat,test/Coat/211.png
0.0001596245,7.878832e-05,0.4819505,0.0012203119,0.026004127999999998,8.688736e-05,0.48933846,9.988283000000001e-05,0.00083423685,0.00022722705000000003,Shirt,Coat,test/Coat/217.png
0.00066405546,0.00032536685,0.47005907,0.01272036,0.032674566,0.0002518363,0.4790067,0.00032815633999999996,0.002956641,0.0010131877,Shirt,Coat,test/Coat/223.png
2.1059175e-06,1.2220931e-07,0.010152686999999999,4.986430000000001e-06,0.988698,5.3216972e-08,0.0011209650999999998,3.0034271999999997e-07,2.0216085e-05,6.494733000000001e-07,Pullover,Coat,test/Coat/224.png
0.0040929927,0.001862776,0.33702075,0.42430988,0.04747537,0.0009824878,0.14141144,0.0007272223599999999,0.0374681,0.004648937,Dress,Coat,test/Coat/225.png
0.02997858,0.008231216,0.20879886,0.027485332999999997,0.3675105,0.0033702408000000003,0.28882632,0.006305665699999999,0.047455106,0.012038189,Pullover,Coat,test/Coat/234.png
0.00017750879,2.5125706e-05,0.317709,0.0005187936,0.66633636,2.1530666e-05,0.014484222,3.1334974e-05,0.0005925473,0.00010351794,Pullover,Coat,test/Coat/243.png
6.000332e-06,9.1189463e-07,0.101376005,3.7228263e-05,0.0015005881,4.0801533e-06,0.89699465,4.839335400000001e-06,7.077206e-05,4.973529500000001e-06,Shirt,Coat,test/Coat/255.png
0.00012545749,4.3463013e-05,0.24517909,0.000716406,0.0074821953,8.315532e-05,0.7452937,8.0538426e-05,0.0008820813400000001,0.00011403649,Shirt,Coat,test/Coat/266.png
0.07236779,0.005152315,0.24213685,0.5478053,0.03337289,0.0018344192000000002,0.060142465,0.0017982565,0.026455562999999998,0.008934131,Dress,Coat,test/Coat/277.png
0.012210165,0.00344837,0.11086453,0.0103756925,0.20263012,0.0019941453,0.5659581,0.0024908343,0.08707467,0.0029533852000000003,Shirt,Coat,test/Coat/282.png
4.8207799999999996e-05,1.0634085e-05,0.11610442,0.00024958900000000004,0.0026433035,3.0444116e-05,0.8804074000000001,3.15342e-05,0.00044285346,3.1666445e-05,Shirt,Coat,test/Coat/292.png
6.503643e-05,1.9313638e-05,0.20136097,0.0012419194,0.0047133337,3.1696494e-05,0.7917021,3.174084e-05,0.00077179587,6.209939999999999e-05,Shirt,Coat,test/Coat/293.png
0.00023440924,2.8481958e-05,0.15141484,0.8230014000000001,0.012522499,1.9516068e-05,0.010170869499999999,1.5758329e-05,0.0016784671,0.0009137869000000001,Dress,Coat,test/Coat/295.png
